Название;Ссылка;Информация;Изображение
Площадка для проведения торжественных событий;https://www.napartner.ru/startup/13047;Размер инвестиций: 1 500 000 р.Условия: 25 %Срок окупаемости: 18 мес. Рестораны/Клубы Россия, Красноярск;https://www.napartner.ru/images/startup/7413b13aea253a74f58535a9a79204e2.jpg
"ООО ""ГеоМоторс""";https://www.napartner.ru/startup/13044;Размер инвестиций: 5 000 000 р.Условия: 30 %Срок окупаемости: 12 мес. Автозапчасти Россия, Москва;https://www.napartner.ru/images/startup/6867f2d45ea012ebddff865d7973dac6.png
Инвестирование в студию разработки игр;https://www.napartner.ru/startup/13033;Размер инвестиций: 6 000 000 р.Условия: 30 %Срок окупаемости: 15 мес. Игры Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/1e483fe801a28c23f91d19377850781c.jpg
мессенджер – социальная сеть;https://www.napartner.ru/startup/13020;Размер инвестиций: 60 000 000 р.Условия: 50 %Срок окупаемости: 12 мес. Веб-приложения Россия, Москва;https://www.napartner.ru/images/startup/7f24a45e6cf332f7dc88262769e0aec4.jpg
Кроссфит-клуб Force Team;https://www.napartner.ru/s/forceteam/;Размер инвестиций: 1 000 000 р.Условия: 25 %Срок окупаемости: 60 мес. Рестораны/Клубы Россия, Омск;https://www.napartner.ru/images/startup/acdd51ee43283c03bccb8f3501a23963.png
Интернет сервис  Мужичок-Грузовичок- услуги грузоперевозок и заказа автоспецтехники;https://www.napartner.ru/startup/13008;Размер инвестиций: 3 000 000 р.Условия: 30 %Срок окупаемости: 18 мес. Веб-приложения Россия, Стерлитамак;https://www.napartner.ru/images/startup/a275ad2f14b02cdfd815dae5cfec8d4e.jpg
Mysterious Forest;https://www.napartner.ru/s/mysterymatch/;Размер инвестиций: 100 000 $Условия: 50 %Срок окупаемости: 24 мес. Игры Россия, Москва;https://www.napartner.ru/images/startup/48780eb1d20ea9f98a57a6e1c5196c87.jpg
магазин интим товаров FRUITS;https://www.napartner.ru/startup/12971;Размер инвестиций: 6 000 000 р.Условия: 30 %Срок окупаемости: 20 мес. Товары для домашнего интерьера, хобби и творчества Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/e9e098fa491928fe380aa64886999143.png
Расширение действующей оптово-розничной сети Цветочный Рай;https://www.napartner.ru/s/optfp/;Размер инвестиций: 7 000 000 р.Условия: 25 %Срок окупаемости: 18 мес. Цветы Россия, Казань;https://www.napartner.ru/images/startup/787572cb16856055f24e083132a48848.png
Производство электростатических громкоговорителей.;https://www.napartner.ru/s/HiEndAudio/;Размер инвестиций: 16 000 000 р.Условия: 25 %Срок окупаемости: 6 мес. Полиграфическое Эквадор, Кито;https://www.napartner.ru/images/startup/fc10699a9ce5a9b1ee73670a37e798e9.jpg
Альтернативные системы отопление для домов;https://www.napartner.ru/s/altheat/;Размер инвестиций: 5 000 000 р.Условия: 20 %Срок окупаемости: 7 мес. Оборудование Россия, Москва;https://www.napartner.ru/images/startup/3f5dd7b695bd7cbe9eed729bfd3890b2.png
Сервис поиска продавцов Bicco.ru;https://www.napartner.ru/s/bicco/;Размер инвестиций: 5 000 000 р.Условия: 25 %Срок окупаемости: 18 мес. E-commerce Россия, Москва;https://www.napartner.ru/images/startup/7b141f5edad0918ff05253d003ecdc89.jpg
Вариатор для велосипедов и автомобилей;https://www.napartner.ru/s/PulseVariator/;Размер инвестиций: 1 300 000 $Условия: 10 %Срок окупаемости: 24 мес. Машиностроение Россия, Москва;https://www.napartner.ru/images/startup/ac7a4363f2620d97f8f692087f0edafc.jpg
"Ремонт бытовой техники ""Стрела""";https://www.napartner.ru/s/arrow/;Размер инвестиций: 1 830 000 р.Условия: 20 %Срок окупаемости: 19 мес. Бытовые услуги Россия, Москва;https://www.napartner.ru/images/startup/5bde7de5f58720d497991b05dbe12dc1.jpg
Магазин Печкин.ру;https://www.napartner.ru/startup/12893;Размер инвестиций: 4 000 000 р.Условия: 35 %Срок окупаемости: 10 мес. E-commerce Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/55c41cc7bb4383e4acdbd04a3202c134.png
"Сервис по уходу за домашними животными ""Гуляй & Лай""";https://www.napartner.ru/s/gulaylay/;Размер инвестиций: 17 000 000 р.Условия: 30 %Срок окупаемости: 18 мес. Мобильные сервисы Россия, Москва;https://www.napartner.ru/images/startup/cbfb45b296aae7c0ab04640138aaaf5a.jpg
Solarway;https://www.napartner.ru/s/Solarway/;Размер инвестиций: 1 000 000 р.Условия: 10 %Срок окупаемости: 12 мес. Оборудование Россия;https://www.napartner.ru/images/startup/8e67f690c697609a559a3e8a49737c9c.png
Кузнечная мастерская в масштабах страны. Мебель и кованная утварь с собственным логотипом.;https://www.napartner.ru/startup/12875;Размер инвестиций: 5 000 000 р.Условия: 30 %Срок окупаемости: 36 мес. Ювелирное Россия, Уссурийск;https://www.napartner.ru/images/startup/07118f47588b98ad2c85f3d253de90ba.jpg
Новая биржа ссылок - seolinkerman.ru;https://www.napartner.ru/s/seolinkerman/;Размер инвестиций: 100 000 р.Условия: 10 %Срок окупаемости: 6 мес. Рекламные сети Россия, Иркутск;https://www.napartner.ru/images/startup/3b8ea137b046835dd0c2f1a3c9103b4e.jpg
Торговля бытовым газовым оборудованием и сервисное обслуживание в г.Краснодар;https://www.napartner.ru/s/gaz123/;Размер инвестиций: 7 000 000 р.Условия: 45 %Срок окупаемости: 30 мес. Оборудование Россия, Краснодар;https://www.napartner.ru/images/startup/e0f927788cb3fbd07c89ecc5644b34bb.jpg
Repetitor;https://www.napartner.ru/s/repetitor/;Размер инвестиций: 8 500 000 р.Условия: 30 %Срок окупаемости: 13 мес. E-Learning Таджикистан, Душанбе;https://www.napartner.ru/images/startup/9ced69dd172072a80e92b79d919e9b8a.jpg
World Of Battles;https://www.napartner.ru/s/worldofbattles/;Размер инвестиций: 1 400 000 р.Условия: 24 %Срок окупаемости: 10 мес. Игры Россия, Москва;https://www.napartner.ru/images/startup/eb01df6eff73466854125b24f0b57a69.png
Тепличный комплекс по выращиванию клубники в Крыму;https://www.napartner.ru/startup/12802;Размер инвестиций: 2 485 000 р.Срок окупаемости: 12 мес. Растениеводство Россия;https://www.napartner.ru/images/startup/ef3eac42eb78a8bc83cad1a008685654.jpg
"Полнометражный фильм ""Работа""";https://www.napartner.ru/startup/12789;Размер инвестиций: 1 000 000 р.Условия: 50 %Срок окупаемости: 2 мес. Entertainment-бизнес Россия, Челябинск;https://www.napartner.ru/images/startup/a0d0ebb2cc35a669ebc7895eaa2a0629.jpg
"Сеть заведений общественного питания эконом класса ""СТОЛОВУШКА""";https://www.napartner.ru/startup/12766;Размер инвестиций: 30 000 000 р.Условия: 49 %Срок окупаемости: 13 мес. Пищевое Россия, Казань;https://www.napartner.ru/images/startup/3e7ee6a4c2d0a4d35bcdeba6352a1561.jpg
Сыроедов.ru. Экологически чистые продукты.;https://www.napartner.ru/s/siroedov/;Размер инвестиций: 5 552 000 р.Условия: 35 %Срок окупаемости: 24 мес. Продукты питания Россия, Москва;https://www.napartner.ru/images/startup/fb3644a92c9733d3d404d7b5bb4bb75b.png
Расширение действующего бизнеса золотодобычи в Западной Африке, Либерия;https://www.napartner.ru/startup/12731;Размер инвестиций: 2 906 380 $Условия: 50 %Срок окупаемости: 12 мес. Добывающая;https://www.napartner.ru/images/startup/7839cb2d313a1345817d41a16873e865.jpg
МеталлГид;https://www.napartner.ru/s/metallguide/;Размер инвестиций: 4 000 000 р.Условия: 30 %Срок окупаемости: 12 мес. E-commerce Россия, Екатеринбург;https://www.napartner.ru/images/startup/68afb95449d134ada0cd43b2122d7e36.jpg
"Адаптивное интерьерное телевидение ""MC TV""";https://www.napartner.ru/startup/12704;Размер инвестиций: 66 108 900 р.Условия: 35 %Срок окупаемости: 21 мес. Реклама / мультимедиа Россия, Уфа;https://www.napartner.ru/images/startup/65565c7a694118f7ca373a4605743c2a.jpg
Инвестиции в развитие мануфактуры натуральной косметики TakeCareStudio;https://www.napartner.ru/s/takecarestudio/;Размер инвестиций: 4 000 000 р.Условия: 26 %Срок окупаемости: 36 мес. Химическая Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/b5d97c89711d1a8ef4eaaed877ec7160.png
Сеть фитнес-студий THE STUDIO Streetwork;https://www.napartner.ru/s/streetwork/;Размер инвестиций: 8 000 000 р.Условия: 25 %Срок окупаемости: 12 мес. Рестораны/Клубы Россия, Москва;https://www.napartner.ru/images/startup/87261e047e8d2f87261eabb6c76dbcbb.jpg
МТФ молочно товарная ферма на 200 голов;https://www.napartner.ru/startup/12671;Размер инвестиций: 70 000 000 р.Условия: 30 %Срок окупаемости: 36 мес. Животноводство Казахстан, Усть-Каменогорск;https://www.napartner.ru/images/startup/65b47604d9c6c43f06c8ae12f420554a.png
futurewarfest;https://www.napartner.ru/startup/12664;Размер инвестиций: 15 000 000 р.Условия: 40 %Срок окупаемости: 12 мес. Entertainment-бизнес Россия, Москва;https://www.napartner.ru/images/startup/6f5c92c8a2873c827e4bad1ba585cf9a.jpg
Полуавтоматическая линия по производству сетчатых 3D заборов;https://www.napartner.ru/startup/12660;Размер инвестиций: 12 500 000 р.Условия: 40 %Срок окупаемости: 50 мес. Строительное Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/1356c5a283aa3c661d8583dd5a9ca4fc.jpg
СитиФерма - агрегатор натуральных продуктов;https://www.napartner.ru/s/cityferma/;Размер инвестиций: 1 200 000 р.Условия: 10 %Срок окупаемости: 5 мес. Продукты питания Россия, Москва;https://www.napartner.ru/images/startup/6819aada0adffb154b2e7046c89bc649.jpg
Империя цветов;https://www.napartner.ru/startup/12654;Размер инвестиций: 2 000 000 р.Условия: 30 %Срок окупаемости: 8 мес. E-commerce Казахстан;https://www.napartner.ru/images/startup/3eda1087ced4c65473f4892ae6c61c3a.jpg
AgroCargo - цифровая система комплексной логистики от поля до прилавка;https://www.napartner.ru/s/agrocargo/;Размер инвестиций: 132 000 000 р.Условия: 49 %Срок окупаемости: 30 мес. Грузоперевозки Россия, Москва;https://www.napartner.ru/images/startup/49ee92ce0af956cdd739088bbb8db9b1.jpg
Сертифицированный Автотехцентр в собственности;https://www.napartner.ru/startup/12602;Размер инвестиций: 87 000 000 р.Условия: 75 %Срок окупаемости: 70 мес. Автосервис / автошкола Россия, Ростов-на-Дону;https://www.napartner.ru/images/startup/8b2a8b17e6230a5eda4aba398902b5b0.jpg
Полувнедорожный электро-макси-скутер с большой дальностью и поддержкой любого источника зарядки El-Cat;https://www.napartner.ru/s/elcat/;Размер инвестиций: 8 000 000 р.Условия: 30 %Срок окупаемости: 18 мес. Автомобильный / Железнодорожный Россия, Москва;https://www.napartner.ru/images/startup/253e3a289c77c572034b5af6d1b53266.jpg
Услуги нянь и репетиторов для детей;https://www.napartner.ru/s/sultashin/;Размер инвестиций: 3 400 000 р.Условия: 17 %Срок окупаемости: 48 мес. E-commerce Украина, Севастополь;https://www.napartner.ru/images/startup/91a7defdf1846b6821cfdaafd464239e.jpg
Деловая Сеть - Бесплатное продвижение в интернете для малого бизнеса;https://www.napartner.ru/s/dsrussia/;Размер инвестиций: 10 000 000 р.Условия: 25 %Срок окупаемости: 24 мес. E-commerce Россия;https://www.napartner.ru/images/startup/5c08fa371eb9dd27ec41fa9c100ab86c.png
Теплое остекление для северных районов, в три раза теплее;https://www.napartner.ru/startup/12570;Размер инвестиций: 1 000 000 р.Срок окупаемости: 24 мес. Строительное Россия, Москва;https://www.napartner.ru/images/startup/5433bf1aeb20a75925bee3918098ff13.jpg
Стройкасса;https://www.napartner.ru/startup/12567;Размер инвестиций: 3 000 000 $Условия: 45 %Срок окупаемости: 36 мес. Жилая Россия;https://www.napartner.ru/images/startup/8b4d5c64d4adc892b4ab6c70b3160c9f.png
Сервис доставки еды из ресторанов и гипермаркетов в Иркутске;https://www.napartner.ru/s/eda_irk/;Размер инвестиций: 2 000 000 р.Условия: 30 %Срок окупаемости: 12 мес. Рестораны/Клубы Россия, Иркутск;https://www.napartner.ru/images/startup/9ccc5965db2cc41368761dbf69a98fdb.jpg
Air Cars Battle;https://www.napartner.ru/startup/12479;Размер инвестиций: 500 000 р.Условия: 40 %Срок окупаемости: 24 мес. Игры Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/d1c6b0f9e9336dd22a5900f6cfd4ade3.png
PR For You услуги интернет-маркетинга и продвижения;https://www.napartner.ru/s/prforyou/;Размер инвестиций: 1 150 000 р.Условия: 20 %Срок окупаемости: 18 мес. Реклама / мультимедиа Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/1252eb8b7c47ce0b4abd0110744a4aab.jpg
Проект строительства теплиц 7000 м2+  Ферма для производства мяса утки, Фуа-гра, Паштеты;https://www.napartner.ru/s/merinhof/;Размер инвестиций: 7 000 000 р.Условия: 45 %Срок окупаемости: 10 мес. Пищевое Россия, Калининград;https://www.napartner.ru/images/startup/1f8735926b50f72688c17a4af6b9ecfc.jpg
Программное обеспечение для служб такси;https://www.napartner.ru/startup/12459;Размер инвестиций: 100 000 $Условия: 25 %Срок окупаемости: 24 мес. Веб-приложения Россия, Тюмень;https://www.napartner.ru/images/startup/66292ba3c91f7b67fc0737c7b8d6899c.png
Социальный мессенджер - UAround;https://www.napartner.ru/s/uaround/;Размер инвестиций: 50 000 000 р.Условия: 50 %Срок окупаемости: 18 мес. Социальные сервисы Россия, Москва;https://www.napartner.ru/images/startup/3ce143ab8a26e43480fafbb6300c0d7b.jpg
Онлайн школа ресторанного бизнеса.;https://www.napartner.ru/startup/12442;Размер инвестиций: 550 000 р.Условия: 40 %Срок окупаемости: 8 мес. Тренинги Россия, Сочи;https://www.napartner.ru/images/startup/d0a8380cbad92c7a5d9d6f63d365712c.jpg
Боксы для банковских ячеек Suffix;https://www.napartner.ru/s/suffix/;Размер инвестиций: 2 000 000 р.Условия: 20 %Срок окупаемости: 3 мес. Депозиты/Вклады Россия, Москва;https://www.napartner.ru/images/startup/46c3534a077bb90ad1bcb9f19b17968d.jpg
Сеть Sensonet -  диспетчеризация  приборов учета ЖКХ;https://www.napartner.ru/startup/12401;Размер инвестиций: 12 000 000 р.Условия: 49 %Срок окупаемости: 36 мес. Веб-приложения Россия;https://www.napartner.ru/images/startup/8b36bd17045b5f5e7b7647775534c3ff.jpg
Skillspace.ru - Массовые онлайн-курсы с элементами игрофикации;https://www.napartner.ru/s/skillspace/;Размер инвестиций: 2 100 000 р.Условия: 30 %Срок окупаемости: 8 мес. E-Learning Россия, Волгоград;https://www.napartner.ru/images/startup/7ba3dbdca92279bfffdf9869cb56cc0d.png
QBrand;https://www.napartner.ru/startup/12352;Размер инвестиций: 3 000 000 р.Условия: 20 %Срок окупаемости: 24 мес. Реклама / мультимедиа Россия, Москва;https://www.napartner.ru/images/startup/50010f0a80f284bb320d65c7d47e5c0b.jpg
Имиджевая мебель AVIA STYLE производство;https://www.napartner.ru/s/aviastyle/;Размер инвестиций: 8 000 000 р.Условия: 50 %Срок окупаемости: 24 мес. Мебельное Россия, Челябинск;https://www.napartner.ru/images/startup/547a233dd107d9c34c09120d634ca99a.jpg
Yamichat - первый настраиваемый чат-бот и онлайн-консультант в одной платформе;https://www.napartner.ru/s/yamichat/;Размер инвестиций: 15 000 000 р.Условия: 20 %Срок окупаемости: 36 мес. Реклама / мультимедиа Россия, Москва;https://www.napartner.ru/images/startup/ceb02da5f380a3bc2f95b1dccc5ca489.jpg
Производство полуфабрикатов по новой технологии без применения муки и дрожжей.;https://www.napartner.ru/startup/12342;Размер инвестиций: 3 500 000 р.Условия: 35 %Срок окупаемости: 18 мес. Пищевое Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/f321cf6c01a62b51294b512876ae41d5.jpg
Мобильные и стационарные термо конструкции из инновационных материалов;https://www.napartner.ru/startup/12341;Размер инвестиций: 50 000 000 р.Условия: 50 %Срок окупаемости: 24 мес. Строительное Россия, Новосибирск;https://www.napartner.ru/images/startup/68ed3626202746491261ac0589a60449.jpg
Сдача действующих нефтяных скважин в аренду;https://www.napartner.ru/s/izhneft/;Размер инвестиций: 15 000 000 р.Условия: 50 %Срок окупаемости: 24 мес. Добывающая Россия, Ижевск;https://www.napartner.ru/images/startup/ff5f3d1787515702284827b792e97414.jpg
Поисковая система система товаров и услуг с персональными скидками;https://www.napartner.ru/s/alm/;Размер инвестиций: 5 800 000 р.Условия: 10 %Срок окупаемости: 4 мес. E-commerce Россия, Москва;https://www.napartner.ru/images/startup/a2c0e8dde7f07f1918c4ea2baa910c2a.png
ГРАНДКЛАСС;https://www.napartner.ru/startup/12303;Размер инвестиций: 900 000 $Условия: 25 %Срок окупаемости: 60 мес. E-Learning;https://www.napartner.ru/images/startup/4777608428449924fd97379d635a24ce.png
КОЛЛЕГИ.ОНЛАЙН;https://www.napartner.ru/startup/12294;Размер инвестиций: 9 000 000 р.Условия: 40 %Срок окупаемости: 24 мес. Интернет-медиа Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/2b5c2ec19c5f46d8eb6735c5ea3d3397.jpg
"Энергетический напиток ""FU*K""";https://www.napartner.ru/startup/12286;Размер инвестиций: 23 236 000 р.Условия: 50 %Срок окупаемости: 15 мес. Пищевое Россия, Самара;https://www.napartner.ru/images/startup/17a6a8bc3f4b6ba790407e42bc08a26f.jpg
Picnicmail;https://www.napartner.ru/s/picnicmail/;Размер инвестиций: 750 000 р.Условия: 25 %Срок окупаемости: 12 мес. Рестораны/Клубы Россия, Москва;https://www.napartner.ru/images/startup/fdf7d368ffcccac82aedf4378873e769.png
"Тактическая коллекционная карточная онлайн игра ""ФРОНТ""";https://www.napartner.ru/s/front/;Размер инвестиций: 1 000 000 р.Условия: 25 %Срок окупаемости: 12 мес. Игры Россия, Челябинск;https://www.napartner.ru/images/startup/1a114ace18f5d593146931798a6957ac.png
Оздоровительный комплекс Озеро Жизни;https://www.napartner.ru/s/ozh/;Размер инвестиций: 99 938 100 р.Условия: 80 %Срок окупаемости: 24 мес. Клиники/Мед центры Россия, Москва;https://www.napartner.ru/images/startup/20e8bc4c9398cf9f2addb50bed5aa57c.jpg
Дисплей нового типа СЛАЙД-БОРД;https://www.napartner.ru/startup/12247;Размер инвестиций: 10 000 000 р.Условия: 50 %Срок окупаемости: 24 мес. Полиграфическое Россия, Москва;https://www.napartner.ru/images/startup/6409fd045aa3fce7580b7b2f01607e16.png
Добыча и переработка морёного дуба из реки Сура;https://www.napartner.ru/startup/12242;Размер инвестиций: 10 500 000 р.Условия: 35 %Срок окупаемости: 18 мес. Добывающая Россия, Пенза;https://www.napartner.ru/images/startup/4683c0e770feb187f8cc289ae3bdec33.jpg
Уборка урожая сельхоз продукции;https://www.napartner.ru/startup/12233;Размер инвестиций: 10 000 000 р.Условия: 20 %Срок окупаемости: 18 мес. Агротехника Россия, Саратов;https://www.napartner.ru/images/startup/2b74286804a20c6f854c43106ccba6a3.jpg
The International Network of Orthopaedic Surgeons;https://www.napartner.ru/s/inos/;Размер инвестиций: 20 000 000 р.Условия: 40 %Срок окупаемости: 36 мес. Социальные сервисы Россия, Челябинск;https://www.napartner.ru/images/startup/41178111c58913d68e10986777327b07.jpg
Бизнес по продаже детских товаров;https://www.napartner.ru/startup/12219;Размер инвестиций: 10 000 000 р.Срок окупаемости: 24 мес. Товары для домашнего интерьера, хобби и творчества Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/8047a6d6f559cd6fd3ae434a26a2f231.jpg
Создание интернет радиостанции;https://www.napartner.ru/s/netradio/;Размер инвестиций: 29 000 000 р.Условия: 80 %Срок окупаемости: 25 мес. Интернет-медиа Россия, Орел;https://www.napartner.ru/images/startup/460bc4009cf6edfb7b6f652db4318739.jpg
Организация производства белковых биочипов – многопрофильных диагностических тест-систем, позволяющих обследовать кровь человека,  одновременно в одном анализе, до 12 маркеров различных инфекций одновременно в течение одного часа;https://www.napartner.ru/startup/12192;Размер инвестиций: 201 000 000 р.Условия: 49 %Срок окупаемости: 48 мес. Нанотехнологии Россия, Новосибирск;https://www.napartner.ru/images/startup/53becb09eeb74d814e5bdfa91e8cfa40.png
Агрегатор доставки еды КРЫЛОВО;https://www.napartner.ru/s/krylovo/;Размер инвестиций: 1 000 000 р.Условия: 50 %Срок окупаемости: 15 мес. Рестораны/Клубы Россия;https://www.napartner.ru/images/startup/169fd57e1969991b1774b203f48289fa.jpg
ЖБИ-Транс - система расчета заявок на приобретение строительной номенклатуры, торговая площадка;https://www.napartner.ru/startup/12177;Размер инвестиций: 28 000 000 р.Условия: 26 %Срок окупаемости: 24 мес. Веб-приложения Россия, Пермь;https://www.napartner.ru/images/startup/873140302fc9ef8bf75dd28e598a1c93.png
Биржа услуг uJobs;https://www.napartner.ru/s/ujobs_me/;Размер инвестиций: 500 000 р.Условия: 30 %Срок окупаемости: 24 мес. Веб-приложения;https://www.napartner.ru/images/startup/afa95a7026c4dac4877e0c781894682f.png
Производство профессиональных ЖК дисплеев;https://www.napartner.ru/startup/12154;Размер инвестиций: 2 000 000 р.Условия: 50 %Срок окупаемости: 20 мес. Строительное Россия, Киров;https://www.napartner.ru/images/startup/f094d122d0d9bfe4870dd615e22db3c0.jpg
Пространство оптики (Space Optics);https://www.napartner.ru/startup/12147;Размер инвестиций: 65 000 000 р.Условия: 55 %Срок окупаемости: 45 мес. Строительное Россия, Красноярск;https://www.napartner.ru/images/startup/637eeceb9f594ff1b2bf5545b244282c.jpg
Российское безрамное остекление Lasfin;https://www.napartner.ru/startup/12137;Размер инвестиций: 10 000 000 р.Условия: 50 %Срок окупаемости: 24 мес. Строительное Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/d8e7f536b187617e39c0e3863803461f.jpg
Garmium - новый химический источник электричества.;https://www.napartner.ru/startup/12133;Размер инвестиций: 15 000 000 р.Условия: 40 %Срок окупаемости: 6 мес. Нанотехнология Россия;https://www.napartner.ru/images/startup/ac831be5a07bd58f957992a240a5752b.jpg
"Интернет-радио спорта и активного отдыха ""DancePanda""";https://www.napartner.ru/s/dancepanda/;Размер инвестиций: 2 700 000 р.Условия: 40 %Срок окупаемости: 23 мес. Интернет сми Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/4bdfb70d2d3f876ff00dd22f7590ae7b.jpg
Ищу инвесторов или партнёров для развития собственного рекламного агентства.;https://www.napartner.ru/startup/12100;Размер инвестиций: 50 000 р.Условия: 70 %Срок окупаемости: 1 мес. Полиграфическое;https://www.napartner.ru/images/startup/589f46594893d307cfd17e6b2b691fc4.png
DiggerKIDS;https://www.napartner.ru/s/diggerKIDS/;Размер инвестиций: 1 240 000 р.Условия: 30 %Срок окупаемости: 5 мес. Аттракционы Россия, Москва;https://www.napartner.ru/images/startup/db90da5ba6aaacca0362a6d01361c9ea.jpg
"APP&WEB; - виртуальный сервис web-разработки";https://www.napartner.ru/s/aw/;Размер инвестиций: 3 000 000 р.Условия: 20 %Срок окупаемости: 24 мес. Веб-приложения Россия, Москва;https://www.napartner.ru/images/startup/bdb1c07b8fe634effc4639b1bdde22a9.jpg
AERIS;https://www.napartner.ru/s/AERIS/;Размер инвестиций: 5 000 000 р.Условия: 10 %Срок окупаемости: 12 мес. SaaS Россия, Магнитогорск;https://www.napartner.ru/images/startup/397ceff0ddc3e4992f334154ccd2dde1.jpg
SPORT in TEAM;https://www.napartner.ru/startup/12060;Размер инвестиций: 1 200 000 р.Условия: 50 %Срок окупаемости: 6 мес. Веб-приложения Россия, Самара;https://www.napartner.ru/images/startup/d93436363f0719b3a8b6585e5219daa0.jpg
"Ферма по добыче ""криптотоплива"" эфириум";https://www.napartner.ru/startup/12035;Размер инвестиций: 1 000 000 р.Условия: 25 %Срок окупаемости: 4 мес. E-commerce Россия, Москва;https://www.napartner.ru/images/startup/5af8e881f0dd1fe11bc24c7ae8da2c25.jpg
Интернет-сервис по автоматизации системы домоуправления «Мое жилище»;https://www.napartner.ru/startup/12033;Размер инвестиций: 1 000 000 р.Условия: 50 %Срок окупаемости: 24 мес. E-commerce Россия;https://www.napartner.ru/images/startup/4e062e3e4d1b6405fa60c7ab668d9d36.png
Aroma-mania;https://www.napartner.ru/s/aroma_mania/;Размер инвестиций: 16 600 000 р.Срок окупаемости: 24 мес. Товары для домашнего интерьера, хобби и творчества Россия, Москва;https://www.napartner.ru/images/startup/f93d042b84bf57213193ef67b9891212.jpg
Signa4you;https://www.napartner.ru/s/signa4you/;Размер инвестиций: 600 000 р.Условия: 30 %Срок окупаемости: 6 мес. Социальные сервисы Россия, Москва;https://www.napartner.ru/images/startup/e3b2c289315c36bc3ef121eb2fa5c7fc.png
Биржа нативной рекламы;https://www.napartner.ru/s/plibber/;Размер инвестиций: 20 000 000 р.Условия: 50 %Срок окупаемости: 24 мес. Реклама / мультимедиа Россия;https://www.napartner.ru/images/startup/c0051ae5c2c4f17c31f63474998fccdb.png
"Телеканал ""Art-108""";https://www.napartner.ru/s/art_108/;Размер инвестиций: 12 000 000 р.Условия: 30 %Срок окупаемости: 12 мес. Интернет-медиа Россия, Москва;https://www.napartner.ru/images/startup/8defefb18a062e2835a38e7d6570b16f.png
Цветочный онлайн-маркет;https://www.napartner.ru/s/fundar/;Размер инвестиций: 1 000 000 р.Условия: 20 %Срок окупаемости: 12 мес. Цветы Россия, Краснодар;https://www.napartner.ru/images/startup/f8bb18815f661bf63622e2b26e50dd07.jpg
Домашний телемаркетинг;https://www.napartner.ru/s/dtm/;Размер инвестиций: 500 000 р.Условия: 20 %Срок окупаемости: 3 мес. Веб-приложения Россия, Чебоксары;https://www.napartner.ru/images/startup/20c6a4d898851cbce27b5b9c6191215b.jpg
Сеть языковых центров для взрослых и детей;https://www.napartner.ru/s/ismile/;Размер инвестиций: 200 000 р.Условия: 25 %Срок окупаемости: 3 мес. Тренинги Россия, Пермь;https://www.napartner.ru/images/startup/f9cb21973074d916ec62efcd48f821b3.jpg
Trop Belle;https://www.napartner.ru/s/TropBelle/;Размер инвестиций: 7 000 000 р.Условия: 8 %Срок окупаемости: 12 мес. E-commerce Россия, Краснодар;https://www.napartner.ru/images/startup/bde382af413c3ef42d42ea9c921b4e17.png
Транспортная Компания;https://www.napartner.ru/startup/11944;Размер инвестиций: 4 500 000 р.Условия: 50 %Срок окупаемости: 36 мес. Автомобильный / Железнодорожный Россия, Вологда;https://www.napartner.ru/images/startup/8ce1fa6d841e8cf8e59cea629035f6e1.jpg
Solemate;https://www.napartner.ru/s/solemate/;Размер инвестиций: 6 000 000 р.Условия: 40 %Срок окупаемости: 18 мес. Химическая Россия, Москва;https://www.napartner.ru/images/startup/ca2cd2dde4e21973b1844fd84baed0dd.jpg
"Аркада ""Пляжный хулиган"" для andoid и браузеров";https://www.napartner.ru/s/StStudios/;Размер инвестиций: 1 200 000 р.Условия: 50 %Срок окупаемости: 24 мес. Игры Россия, Сочи;https://www.napartner.ru/images/startup/9e8e0caff8daedb5209cdc38e5ec7d19.png
Развлекательный комплекс -тренажер;https://www.napartner.ru/s/wakeboard/;Размер инвестиций: 26 500 000 р.Условия: 50 %Срок окупаемости: 18 мес. Аттракционы Россия, Сочи;https://www.napartner.ru/images/startup/e7a1fca5759e7c43095d4b040843c7be.jpg
E-Record. Информационный портала для ON-LINE записи в салоны красоты, автомойки и другие сферы услуг;https://www.napartner.ru/s/erecord/;Размер инвестиций: 3 120 000 р.Условия: 49 %Срок окупаемости: 15 мес. Социальные сервисы Россия;https://www.napartner.ru/images/startup/008a705f4c581f6a895cd31c92ef7c4d.jpg
Мощные комплекты электрификации велосипедов с центральным мотором eczo.bike;https://www.napartner.ru/startup/11890;Размер инвестиций: 15 000 000 р.Условия: 30 %Срок окупаемости: 12 мес. Спортивные товары Россия, Москва;https://www.napartner.ru/images/startup/ea0f2c275bc03483461b34c779fb1df4.jpg
